Daily data of meteorological variables monitored at the IAG Meteorological Station in Sao Paulo (WMO station #83004), except for the variables pblh.m. and ustar.m.s., from the ERA5 reanalysis.
List of variables
data: yyyy-mm-dd
m: month
pblh.m.: planetary boundary layer height at 12:00 local time (m)
ustar.m.s.: friction velocity at 12:00 local time(m/s)
VelocVento: wind velocity, daily mean (m/s)
DirVento: wind direction, daily mean
Insolacao: number of hours of solar radiation (hours)
Irradiacao: global radiation, daily accumulation (W/m2)
Precipitacao: precipitation, daily accumulation (mm/day)
PressaoMED: atmospheric pressure near surface, daily mean (mbar)
TempMED: air temperature near surface, daily mean (degC)
TempMAX: air temperature near surface, daily maximum (degC)
UR: relative humidity, daily mean (%)
pwv: total column water vapour at 12:00 local time (kg m-2)  
data,m,pblh.m.,ustar.m.s.,VelocVento,DirVento,Insolacao,Irradiacao,Precipitacao,PressaoMED,TempMED,TempMAX,UR,pwv
2005-01-01,1,1022.21492111339,0.235076300213238,6.04166666666667,SSE,9.5,28.0812301278327,0,925.398954172872,22.3458333333333,28,76.5833333333333,28.0319689009261
2005-01-02,1,1059.71023761514,0.203119332295402,6.125,E,10.7,28.1596667261785,0,925.969424720873,22.7041666666667,28.5,76.375,25.3452487605783
2005-01-03,1,1521.0278782584,0.162591646629631,6.45833333333333,NNE,5.4,20.843314843919,48.9,924.633441737486,22.7,30,76.2916666666667,30.9057318701249
2005-01-04,1,804.148569409255,0.269790611014163,8.16666666666667,NNE,0,11.4603088738674,12.4,922.205677937201,20.9791666666667,24.2,91.2916666666667,44.6953297255413
2005-01-05,1,998.282460595717,0.40221774167706,9,NW,0.2,12.8908156276463,36.4,920.83765245466,22.0208333333333,25.3,85.5,45.1055923912928
2005-01-06,1,1148.95202461855,0.439009047969659,9.20833333333333,NNW,2.2,17.5011169352755,0,922.397631871884,23.8791666666667,28.3,77.1666666666667,43.634073345795
2005-01-07,1,1404.41214065816,0.283010369270092,6.625,NNE,4.3,20.4413953255661,0,924.003166900783,24.3458333333333,30.2,78.6666666666667,44.0208594424931
2005-01-08,1,971.585524440694,0.152358779360397,5.625,NE,7.6,22.029872637061,0,923.098722271126,24.15,30,80.5833333333333,43.0027075829758
2005-01-09,1,1148.95202461855,0.186580806276478,6.95833333333333,E,9.8,26.717918730444,1.9,920.699948560481,25.1166666666667,31.4,77.9583333333333,36.3286268905476
2005-01-10,1,1350.67976112721,0.391437277726932,7.70833333333333,NW,7.3,22.2651247057152,4.8,919.663990498629,25.2625,30.7,74.625,39.442928477096
2005-01-11,1,533.342792688819,0.232711678182105,3.375,ESE,0,5.81264795327163,48.1,920.757263030065,21.9708333333333,25,94.2083333333333,48.7681295945043
2005-01-12,1,643.786415294637,0.380745314250484,6.79166666666667,SE,1.7,13.5997512090503,30.3,922.198325735206,20.4125,24,91.25,33.0265127515727
2005-01-13,1,1166.90419090031,0.186273820258401,5.33333333333333,ESE,8.9,27.0268888437523,0,921.689298787751,21.1708333333333,28.6,77.125,20.6684083157271
2005-01-14,1,1156.96336217986,0.14419461066343,5.16666666666667,E,8.7,27.8187735351187,0,920.169575125304,21.15,27.8,78.4166666666667,23.5167704069338
2005-01-15,1,1392.90289514754,0.330963797805563,8.25,NW,11.3,28.6103346146284,0,917.985491216129,26.1166666666667,33,65.875,27.0328676999029
2005-01-16,1,898.953158409467,0.294042506442247,8.875,NNW,2.8,11.3702665102493,15.9,918.819507652499,23.8791666666667,29.3,81.5,48.5770457168818
2005-01-17,1,411.638163201043,0.285551992248586,4.04166666666667,SE,0,7.00067638205988,4.2,920.354670576832,20.2583333333333,22.4,93.4166666666667,46.7737758103355
2005-01-18,1,460.507322325052,0.132761455719914,2.875,ESE,0,8.50872236053202,1.1,920.055825900451,21.425,23.9,93.4166666666667,44.3239381003536
2005-01-19,1,497.370758681121,0.188359112669483,5.08333333333333,NW,0.1,10.889773377258,1.4,919.704482735624,23.0208333333333,25.7,86.0416666666667,50.2787121114597
2005-01-20,1,1329.69231343138,0.487980231952449,8.875,NW,0,7.71261810586124,25.9,919.293402220479,21.9333333333333,22.8,92.25,47.8554298648331
2005-01-21,1,1071.7272439571,0.332042397328537,5.5,WNW,0,10.2517649354667,52.8,922.752568611163,21.2666666666667,25.2,93.375,45.6284271299638
2005-01-22,1,928.222749443334,0.16803166012114,3.70833333333333,E,1.7,13.1869391665442,55.8,925.168636727787,22.0083333333333,27.9,91.9583333333333,46.3321469088817
2005-01-23,1,1054.395674247,0.155041449968818,4.16666666666667,NE,5.1,16.8353215811927,0,923.735125914885,23.1625,29.5,84.9166666666667,45.5071956668196
2005-01-24,1,860.859812484126,0.176621737347691,4.58333333333333,NE,3.2,14.134893771629,5.3,921.207722268229,23.4375,28.7,86.7083333333333,46.2828846000485
2005-01-25,1,1324.25363074891,0.477390597148693,10.5833333333333,WNW,1.5,13.8945027199193,18.5,918.860820397567,22.025,26.6,88.625,47.2040512890505
2005-01-26,1,736.187603026455,0.403561842621073,8,SE,0,8.49857925856973,11.9,925.598269032166,16.8958333333333,18.9,92.9166666666667,40.5517152876306
2005-01-27,1,616.604285456323,0.412384233591034,8.58333333333333,E,0,6.83171583906827,7.1,927.939467656883,17,18.7,90.7083333333333,41.9504954552419
2005-01-28,1,686.077250759145,0.199651219983072,7,ENE,0,9.92252389502144,0.3,925.974857136314,19.2916666666667,22.4,90,43.3021300538526
2005-01-29,1,747.572729222744,0.127055940807365,6.58333333333333,NE,0,6.19492826673306,0.1,923.6132366245,20.225,22.6,89.5416666666667,45.6205374633147
2005-01-30,1,897.238055156904,0.161778548527697,7.29166666666667,ESE,4.8,19.5870830651252,0,923.450712652724,21.0958333333333,26.3,83.25,38.5629419993843
2005-01-31,1,1223.78468758563,0.36432847638287,9.54166666666667,ESE,11.2,28.2983878134601,1.3,924.04879814735,21.4333333333333,26.8,80.5833333333333,21.3913711840329
2005-02-01,2,820.780557529501,0.334282565568558,9.41666666666667,ESE,4.2,16.7264957240045,1.9,922.33986871309,20.4125,24.9,86.8333333333333,35.5535152500004
2005-02-02,2,891.336745939205,0.261601551558974,5.875,SE,4.3,20.3654701691657,1.4,922.947817695396,21.3416666666667,26.5,87.0833333333333,38.7603760965049
2005-02-03,2,568.367006477995,0.254410888072485,5.83333333333333,SSE,3.1,17.8267795930882,8.1,926.530535750856,21.0916666666667,25.4,87.3333333333333,43.1962930622188
2005-02-04,2,770.1850115789,0.256183663185885,6.08333333333333,SE,0.2,11.7272899272927,0.5,928.98764543763,19.9041666666667,23.7,90.4583333333333,42.4885322345294
2005-02-05,2,716.215676993323,0.316903285049676,5.79166666666667,SE,0.9,12.4363626064173,1.6,929.535581344517,18.7333333333333,22.8,89.0833333333333,28.6587163222922
2005-02-06,2,868.905000767529,0.347156618849175,8.41666666666667,ESE,8.1,25.0905379758586,0,929.289749230414,19.1458333333333,24.2,79.4166666666667,22.254808604871
2005-02-07,2,1316.16330816939,0.368219731584982,8.41666666666667,E,11.1,27.4558551035517,0,928.303362601073,18.6458333333333,23.9,75.625,13.787849274166
2005-02-08,2,1537.38906060192,0.310282343362501,8.95652173913044,E,11.4,28.5544647087214,0,928.094834553394,18.9166666666667,24.8,71.8333333333333,14.392274711842
2005-02-09,2,1384.07914025607,0.199277858609735,8,ENE,10.6,28.4665228395057,0,926.850642883536,19.875,26.7,71.0833333333333,14.9497470114113
2005-02-10,2,1863.29252931094,0.25134655917132,6.33333333333333,NE,9.7,25.0598275292783,0,922.545607393511,21.2166666666667,29.3,68.375,19.7514751063905
2005-02-11,2,1857.26710077891,0.404311331007549,8.20833333333333,ESE,8,23.3927954193813,27.2,918.771541479076,22.1875,28.9,66.2916666666667,23.1896378873384
2005-02-12,2,1501.14622081751,0.300887464953424,5.66666666666667,NNE,7.5,20.2264489770448,6.4,918.185956305268,20.4708333333333,28.3,83.9583333333333,25.9610276209932
2005-02-13,2,738.094527037528,0.175050853939874,4.04166666666667,SE,6.5,21.8768117714721,7.7,919.768769508448,20.125,26.6,85.7083333333333,31.6704522424027
2005-02-14,2,1203.15831425876,0.221795697881654,5.83333333333333,SSE,10,23.3679212132729,0,920.314818887711,19.6458333333333,26.2,82,28.9440913379157
2005-02-15,2,866.016405815844,0.262113194922435,5.66666666666667,SSE,4.7,19.5733525249887,0,919.977226252547,19.8333333333333,26.3,83.0416666666667,27.8976521369981
2005-02-16,2,1070.53118510992,0.0962522446871691,5.25,ESE,10.6,26.7401083741478,0,921.209960949668,21.6458333333333,28.2,73.5,22.4143338158972
2005-02-17,2,1210.19926445349,0.115885521645085,7.29166666666667,NE,7,20.5036483063898,2.2,923.789842975312,22.2916666666667,30,79.4166666666667,27.7812314462009
2005-02-18,2,1255.78490353476,0.123894814513113,5.08333333333333,NE,8.4,21.7556094573971,0,924.476289131727,22.875,30.4,80.4166666666667,30.6680797161836
2005-02-19,2,958.440160695723,0.153406956845543,4.625,SSE,4.3,16.864518794702,0,924.604039997813,22.5,27.8,83.3333333333333,32.3102849645526
2005-02-20,2,1033.3856594031,0.273402536596222,5.875,SE,9.5,24.9638797872244,0,924.827350037546,21.6708333333333,27.6,79.25,24.4587196324747
2005-02-21,2,1297.26332166911,0.226383894313995,5,SSE,10.3,24.4020232709277,0,923.730368762241,20.6875,27.2,76.0416666666667,20.3385817636173
2005-02-22,2,1114.3904373646,0.184304684719024,4.54166666666667,NE,9.3,25.0985166989318,0,921.740100579073,23.45,32.4,68.75,20.8845082095539
2005-02-23,2,1412.18652316484,0.147026625821186,4.83333333333333,S,2.8,15.5766230087079,0.4,923.624960011437,24.3708333333333,31.9,77.4166666666667,36.4712181829125
2005-02-24,2,1058.08540295481,0.120462655518216,4.41666666666667,ESE,4,17.140296423341,0,925.446894155115,23.9666666666667,30.2,81.6666666666667,41.8040555449994
2005-02-25,2,1296.72171011567,0.196360108618102,3.625,ESE,3.5,14.697810083323,9.5,923.101226801811,23.5791666666667,30.1,82.6666666666667,44.6935978474964
2005-02-26,2,801.41794449399,0.453014247929497,7.70833333333333,NW,2.1,13.3563071176103,2,920.417490818602,22.8083333333333,26.2,82.6666666666667,44.0568440196486
2005-02-27,2,1227.0794912024,0.427692049897847,8.08333333333333,NW,3,14.2122426823036,10.1,920.875045458214,23.0958333333333,26.7,83.5,39.6282394279021
2005-02-28,2,1113.86010938519,0.230291743354921,5.91666666666667,NW,10.5,22.1225219612993,0,923.071443593512,24.0708333333333,30.1,77.0416666666667,31.3575596089544
2005-03-01,3,832.3575044843,0.319273438360414,6.58333333333333,SE,5.1,17.096080852272,2.1,925.812026297554,21.2291666666667,25.6,85,34.820161113425
2005-03-02,3,607.994918471419,0.319331516796267,7.625,ESE,0.2,7.84648850933804,0.5,927.435449453602,18.4041666666667,20.1,88.7083333333333,34.1120154239478
2005-03-03,3,725.817998492869,0.339365811525545,6.79166666666667,E,0,6.74650328302535,0,928.076456571532,17.6041666666667,19.6,87.625,33.2393413202036
2005-03-04,3,888.44815098752,0.294664775397809,6.375,ESE,2.9,13.7820990571656,0,927.107340997869,18.7041666666667,24.4,85.25,28.7730202732567
2005-03-05,3,889.147732577381,0.272960034227823,6.41666666666667,SSE,8.6,20.3401588513992,0,927.665801767486,19.4875,24.3,80.5833333333333,26.9485829683836
2005-03-06,3,860.239215912475,0.236351260162189,5.125,SE,2.4,15.5625599938399,0,926.320159633502,19.9291666666667,24.1,86.0833333333333,27.1758438540555
2005-03-07,3,1391.58271698603,0.0707447487887522,5.95833333333333,ESE,8.3,19.9250564984242,0.2,925.275741224683,21.4208333333333,27.8,82.7916666666667,22.8523065303673
2005-03-08,3,1260.06137809214,0.143594466826289,5.95833333333333,NE,8.7,21.5510419671965,0,924.774360628919,22.7416666666667,31.3,79.8333333333333,24.7725744203924
2005-03-09,3,1639.65209203598,0.166386104438655,5,E,11,23.8764167083392,0,923.196162721717,24.5833333333333,32.6,65.7083333333333,25.9377434828338
2005-03-10,3,1225.64647730058,0.0760630741289512,3.33333333333333,SE,8.6,21.5232691833783,0,922.958020148532,23.4458333333333,32.7,73.0833333333333,24.3195920961997
2005-03-11,3,1557.66564313387,0.215069661881985,3.45833333333333,ENE,7.1,16.9927091802642,0.3,923.283055593667,24.4083333333333,31.6,73.75,37.872692383038
