"y","m","d","Diadema","Maua","Osasco","PDPedro","SAmaro","Caetano","Taboao","SBernPaulic","Cerqueira","Congonhas","Parelheiros","Senhora"
2005,2,7,30.3333333333333,29.25,28.7916666666667,NA,20.0833333333333,20.4166666666667,NA,25.2173913043478,19.625,30.2916666666667,NA,NA
2005,2,8,27.9583333333333,38.7777777777778,35.3333333333333,NA,22.625,22.5,NA,25.625,25.2083333333333,39.0869565217391,NA,NA
2005,2,9,36.6666666666667,67,43.0416666666667,NA,36,29.5,NA,31.2083333333333,32.625,46.7083333333333,NA,NA
2005,2,10,51.9583333333333,72.7916666666667,57.2916666666667,NA,55.625,42.4583333333333,NA,55.375,42.9583333333333,61.7083333333333,NA,NA
2005,2,11,50.9166666666667,51.125,55.8333333333333,NA,52.625,40.5,NA,53.4166666666667,42.2083333333333,57.875,NA,NA
2005,2,12,30.3333333333333,35.5416666666667,49.625,NA,33.2173913043478,29.2916666666667,NA,28.75,30.7083333333333,44.9583333333333,NA,NA
2005,2,13,22.4166666666667,30.3333333333333,39.6666666666667,NA,26,23.0833333333333,NA,22.9166666666667,24.7083333333333,46,NA,NA
2005,2,14,18.0416666666667,23.7916666666667,26.7916666666667,NA,28.695652173913,17.3333333333333,NA,18.2083333333333,18.4166666666667,43.9583333333333,NA,NA
2005,2,15,25.3333333333333,28.9583333333333,34.375,NA,25.2173913043478,27.75,NA,26,26.2916666666667,46.75,NA,NA
2005,2,16,41.9583333333333,39.3333333333333,62.25,NA,46.0416666666667,36.0833333333333,NA,44,52.5833333333333,58.5,NA,NA
2005,2,17,54.125,45.9166666666667,68.1666666666667,NA,57.5,44.2083333333333,NA,48.75,55.2083333333333,70.7083333333333,NA,NA
2005,2,18,58.875,51.4166666666667,70.6521739130435,NA,61.4166666666667,48.2083333333333,NA,52.9166666666667,50.2916666666667,85.4583333333333,NA,NA
2005,2,19,35.5833333333333,40,49.1428571428571,NA,39.5,34.7916666666667,NA,37,32.0416666666667,58.875,NA,NA
2005,2,20,28.0416666666667,29.7826086956522,38.2083333333333,NA,30.3809523809524,27.9583333333333,NA,29.2173913043478,23.9166666666667,52.7916666666667,NA,NA
2005,2,21,47.0416666666667,46.875,46.625,NA,51.2916666666667,39.0833333333333,NA,54.9166666666667,31.75,59.1666666666667,NA,NA
2005,2,22,59.2916666666667,76.625,79.2916666666667,NA,77.9166666666667,60.0416666666667,NA,68.25,55.2083333333333,84.25,NA,NA
2005,2,23,54.875,67.7083333333333,105.458333333333,NA,83.0416666666667,54.8333333333333,NA,64.2083333333333,64.75,104.95652173913,NA,NA
2005,2,24,57.2916666666667,63.1666666666667,112.625,NA,92.5,55.0416666666667,NA,63.0416666666667,54.9166666666667,94.875,NA,NA
2005,2,25,48.9166666666667,47.5416666666667,97,NA,66.6086956521739,45,NA,56.0416666666667,65.5,70.3913043478261,NA,NA
2005,2,26,25.5416666666667,25.2083333333333,71.375,NA,34.5454545454545,24.3333333333333,NA,24.625,NA,38.8333333333333,NA,NA
2005,2,27,29.375,31.625,NA,NA,33.5,25.3333333333333,NA,25,NA,48.7916666666667,NA,NA
2005,2,28,37.4583333333333,39.125,0,NA,58.5263157894737,33.8333333333333,NA,36.9583333333333,NA,60.9583333333333,NA,NA
2005,3,1,28.1666666666667,29.0416666666667,30.2222222222222,NA,47,28.375,NA,29.9583333333333,NA,53.3333333333333,NA,NA
2005,3,2,25.625,20.875,32.2083333333333,51,18.2916666666667,22.625,NA,21.4583333333333,NA,47.0416666666667,NA,NA
2005,3,3,21.2916666666667,18.2916666666667,30.25,23,18.1666666666667,19.7916666666667,NA,20.2608695652174,NA,46.6666666666667,NA,NA
2005,3,4,21.375,17.8333333333333,30.7916666666667,18.9583333333333,18.4166666666667,18.9583333333333,NA,31.625,NA,44.3333333333333,NA,NA
2005,3,5,14.625,15.6666666666667,22.3333333333333,14.4545454545455,14.5217391304348,14.5833333333333,NA,23.6666666666667,NA,30.5833333333333,NA,NA
2005,3,6,34.5,24.9166666666667,43.8333333333333,28.4583333333333,30.9583333333333,25.875,NA,28.5,NA,27.5,NA,NA
2005,3,7,44.375,37.4166666666667,58.7916666666667,44.8333333333333,53.4166666666667,38.75,NA,42.1666666666667,NA,28,NA,NA
2005,3,8,52.625,49.75,79,59.375,92.6818181818182,47.9166666666667,52.7142857142857,53.2916666666667,49,74.5555555555556,NA,NA
2005,3,9,48.1666666666667,57.1666666666667,71.1666666666667,54.3333333333333,78.4090909090909,51.75,53.4583333333333,55.8333333333333,53.4166666666667,87.8260869565217,NA,NA
2005,3,10,69.3333333333333,67.4583333333333,88.4583333333333,104.291666666667,87.0416666666667,65.4583333333333,71,67.625,77.7916666666667,100.375,NA,NA
2005,3,11,67.8333333333333,61.1666666666667,108.625,102.708333333333,82.2083333333333,59.5833333333333,80.4166666666667,63.5416666666667,76.9166666666667,92.3333333333333,NA,NA
2005,3,12,56.5416666666667,57.125,97.0416666666667,73.1428571428571,78.0416666666667,53.5833333333333,72.4583333333333,61.7916666666667,58.375,79.4583333333333,NA,NA
2005,3,13,38.3333333333333,42.75,61.8260869565217,38.3,115.8,30.5,51.2222222222222,40.3636363636364,36,45.0833333333333,NA,NA
2005,3,14,30.7391304347826,30.4166666666667,49.0416666666667,36.7272727272727,57.4,26.6666666666667,36,32.3478260869565,25.7916666666667,46.0416666666667,NA,NA
2005,3,15,31.9583333333333,22.7916666666667,42.2083333333333,30.5,27.1666666666667,25.6666666666667,NA,22.0833333333333,29.6666666666667,44.4583333333333,NA,NA
2005,3,16,26.5833333333333,30.375,41.7083333333333,20.0833333333333,29.5,24.375,NA,22.1304347826087,30.5263157894737,41.375,NA,NA
2005,3,17,31.0416666666667,28.75,50.25,29.2083333333333,40.7916666666667,33.5,NA,30.1666666666667,33.1428571428571,55.0833333333333,NA,NA
2005,3,18,36.25,37,57.3333333333333,33.6666666666667,34.375,36.1666666666667,NA,30.625,40.4,65.9166666666667,NA,NA
2005,3,19,33.75,35.3333333333333,68.9444444444444,31.5416666666667,58.85,32.125,NA,33.25,38.6,71.2,NA,NA
2005,3,20,36.375,35.6666666666667,71.3333333333333,40.9583333333333,66,32.25,NA,33.875,36.1666666666667,76.3,NA,NA
2005,3,21,36.1666666666667,27.5,58.9583333333333,37.4583333333333,49.2608695652174,31.375,NA,29.2916666666667,30.9166666666667,55.3333333333333,NA,NA
2005,3,22,29.4166666666667,28,42.2083333333333,23.1666666666667,32.2083333333333,29.0833333333333,NA,33.5,33.7916666666667,45.7083333333333,NA,NA
2005,3,23,25.875,27.0416666666667,36.9166666666667,21.6666666666667,27.9583333333333,26.8333333333333,NA,30,29.7916666666667,55.4166666666667,NA,NA
2005,3,24,15.2916666666667,15.2916666666667,22.4166666666667,11.2608695652174,15.0869565217391,13.7083333333333,NA,14.9583333333333,14.7083333333333,49.5416666666667,NA,NA
2005,3,25,20.6666666666667,19.9583333333333,26.7083333333333,27.9166666666667,19.3333333333333,19.5833333333333,NA,20.2916666666667,18.5833333333333,45.1666666666667,NA,NA
2005,3,26,21.5416666666667,20,26.2916666666667,34.8333333333333,25.1666666666667,19.75,NA,20.875,18.5416666666667,42.875,NA,NA
2005,3,27,23.25,21,33.75,21.0833333333333,24.1666666666667,23.5833333333333,NA,68.5,28.7916666666667,42.875,NA,NA
2005,3,28,29.7083333333333,26.9166666666667,45.7083333333333,26.7083333333333,36.25,28.125,NA,32.1538461538462,32.75,44.125,NA,NA
2005,3,29,40.5833333333333,39.2083333333333,65.7083333333333,42,47.5416666666667,35.5,NA,36.0833333333333,42.4166666666667,59.4166666666667,NA,NA
2005,3,30,39.3333333333333,43.9583333333333,57.2083333333333,46.5,43.7083333333333,42.25,NA,40.0833333333333,58.25,72.2083333333333,NA,NA
2005,3,31,45.625,43.4166666666667,65.2916666666667,43.25,63.3333333333333,42.0416666666667,NA,40.7083333333333,58.75,69.25,NA,NA
2005,4,1,48.2916666666667,43.5,73.25,44.0833333333333,70.75,37.6666666666667,NA,41.0833333333333,46.4782608695652,67.3478260869565,NA,NA
2005,4,2,45.8333333333333,43.5416666666667,57.7916666666667,42.1666666666667,51.6666666666667,38.695652173913,NA,36.9166666666667,37.375,49.0833333333333,NA,NA
2005,4,3,41.4166666666667,41.125,58.3181818181818,31.875,42.0833333333333,34,NA,32.5,33.375,70.25,NA,NA
2005,4,4,20.3333333333333,19.7272727272727,38.3636363636364,16.2083333333333,15.5909090909091,20.0416666666667,NA,19.125,21.375,51.0833333333333,NA,NA
2005,4,5,31.25,25.375,58.5,25.0416666666667,41.695652173913,28.5,NA,31.3333333333333,63.4444444444444,62.5,NA,NA
2005,4,6,34.625,30.7916666666667,65.7916666666667,29.3333333333333,43.0833333333333,28.2083333333333,NA,34.5416666666667,54.7142857142857,63.7083333333333,NA,NA
2005,4,7,55.625,43.0833333333333,97.9166666666667,64.7142857142857,103.833333333333,44.1666666666667,NA,63.875,58.2083333333333,84.25,NA,NA
2005,4,8,48,37.5833333333333,80.625,56.8571428571429,25.8421052631579,39.5833333333333,NA,54.4583333333333,51.2083333333333,82.25,NA,NA
2005,4,9,43.5416666666667,35.2083333333333,67.3333333333333,27.5416666666667,68.05,35.375,NA,47,37.7083333333333,91.4545454545455,NA,NA
2005,4,10,54.2916666666667,47.75,100.136363636364,55.1818181818182,86.6818181818182,42.8333333333333,NA,49.7083333333333,45,96.4090909090909,NA,NA
2005,4,11,56.8333333333333,52.5416666666667,93,59.6818181818182,109.272727272727,50.2083333333333,NA,53.9166666666667,56.5,83.8333333333333,NA,NA
2005,4,12,59.25,56.3333333333333,77.4166666666667,48.25,72.8695652173913,45.6666666666667,NA,49.7916666666667,50.9583333333333,77.7916666666667,NA,NA
2005,4,13,57.9090909090909,50.9166666666667,72.625,54.3333333333333,59.75,46.8333333333333,NA,63.3333333333333,45.875,76.9583333333333,NA,NA
2005,4,14,66.2666666666667,51.5833333333333,100.583333333333,64.7916666666667,80.4583333333333,54.0833333333333,NA,72.5416666666667,58.375,86.0434782608696,NA,NA
2005,4,15,71.5416666666667,69.8333333333333,108.25,63.5833333333333,82.9166666666667,60.125,NA,75.875,57.9090909090909,87.625,NA,NA
2005,4,16,58.0833333333333,54.0416666666667,79.8333333333333,52,59.5416666666667,45.125,NA,49,45.9545454545455,75.875,NA,NA
2005,4,17,25.4583333333333,26.4166666666667,49.0833333333333,22.2916666666667,30.7272727272727,31.5833333333333,NA,26.125,27.9166666666667,52,NA,NA
2005,4,18,42.2083333333333,50.5416666666667,75.875,38.0416666666667,47.7083333333333,43.5,NA,47.1666666666667,40.9545454545455,54.5833333333333,NA,NA
2005,4,19,58.9583333333333,68.75,109.75,72.375,72.7083333333333,60,NA,84,68.4090909090909,83,NA,NA
2005,4,20,59.7916666666667,59.6666666666667,91.125,65.7083333333333,67.0833333333333,56.625,NA,88.1304347826087,67.75,85.875,NA,NA
2005,4,21,29.75,31.6666666666667,48.3913043478261,24.6666666666667,36.5652173913044,26.9583333333333,NA,29.2083333333333,24.0416666666667,50.5416666666667,NA,NA
2005,4,22,29.25,22.125,48.5652173913044,24.125,26.0833333333333,24.9583333333333,NA,30.0833333333333,28.4166666666667,42.3913043478261,NA,NA
2005,4,23,33.5,25.9583333333333,66.5833333333333,26,46.9166666666667,28.875,NA,33.1666666666667,31.875,51.3333333333333,NA,NA
2005,4,24,39.5,30.625,88.0416666666667,40.6666666666667,50.2916666666667,34.375,NA,37.2916666666667,40.6666666666667,66.5416666666667,NA,NA
2005,4,25,31.375,23.1666666666667,69.5454545454545,33.25,34.7727272727273,26.75,NA,30.0416666666667,32.3333333333333,48.875,NA,NA
2005,4,26,21.0833333333333,15.3333333333333,30.125,20.0833333333333,16.125,18.875,NA,20.2916666666667,19.4583333333333,47.875,NA,NA
2005,4,27,24.9166666666667,17.625,65.7826086956522,28.4166666666667,31.5416666666667,22.4166666666667,NA,24.125,30.2916666666667,41.4583333333333,NA,NA
2005,4,28,31.4166666666667,53.3333333333333,71.6086956521739,31.25,37.5,30.8333333333333,NA,29.7083333333333,38,33,NA,NA
2005,4,29,30.875,56.625,67.6818181818182,31.4166666666667,36.0833333333333,30.8333333333333,NA,35.625,36.9583333333333,NA,NA,NA
2005,4,30,14.7916666666667,20.7083333333333,31.2727272727273,13.2083333333333,15.8695652173913,13.9583333333333,NA,30.25,14.8333333333333,NA,NA,NA
2005,5,1,23.375,20.875,35.7916666666667,22.0454545454545,16.0833333333333,20.0833333333333,NA,20.2083333333333,23.3181818181818,127,NA,NA
2005,5,2,27.8333333333333,20.2916666666667,42.2916666666667,44.8260869565217,24.9166666666667,25,NA,24.625,25.75,64.9090909090909,NA,NA
2005,5,3,32.375,29.0416666666667,57.9545454545455,54.2142857142857,34.5416666666667,29.375,NA,35.4583333333333,34.5416666666667,37.8333333333333,NA,NA
2005,5,4,38.3333333333333,42.0833333333333,65.4090909090909,NA,44.8333333333333,34.4583333333333,NA,38.75,41.5,48.3333333333333,NA,NA
2005,5,5,42.375,38.75,76.2727272727273,NA,57.2916666666667,37.2916666666667,NA,52.2083333333333,43.7083333333333,51.0833333333333,NA,NA
2005,5,6,43.3333333333333,40.125,82.1666666666667,NA,71.6666666666667,40.5416666666667,NA,55.7916666666667,44.7391304347826,50.7083333333333,NA,NA
2005,5,7,49.375,42.5833333333333,82.2083333333333,NA,70.0434782608696,46.4166666666667,NA,54.75,44.6521739130435,53.2083333333333,NA,NA
2005,5,8,38.9166666666667,32.375,71.75,NA,55.0869565217391,40.0416666666667,NA,45.75,36.625,47.875,NA,NA
2005,5,9,54.75,45.5,107.375,NA,72.8333333333333,46.2916666666667,NA,69.2083333333333,56.125,60.5,NA,NA
2005,5,10,59.25,52.4166666666667,117.260869565217,NA,80.125,49.75,NA,92.3333333333333,55.3333333333333,58.7083333333333,NA,NA
2005,5,11,114.208333333333,75.125,123.130434782609,NA,95.3333333333333,82,NA,132.041666666667,87.9583333333333,106.583333333333,NA,NA
2005,5,12,97.0833333333333,68.7916666666667,117.208333333333,NA,84.8333333333333,73.2916666666667,NA,98.9166666666667,80,94.9583333333333,NA,NA
2005,5,13,52.8333333333333,49.5833333333333,114.666666666667,NA,71.9166666666667,51.6666666666667,NA,97.5833333333333,45.375,45.9583333333333,NA,NA
2005,5,14,51.625,56.875,100.708333333333,NA,86.2173913043478,41.8636363636364,NA,48.0833333333333,38.5833333333333,55.9166666666667,NA,NA
2005,5,15,57.8333333333333,58.125,83.9583333333333,NA,83.3333333333333,45.875,NA,127,49.1666666666667,60.625,NA,NA
2005,5,16,79.0416666666667,81.25,98,NA,89.2916666666667,69.2083333333333,NA,172.875,66.5833333333333,83.5416666666667,NA,NA
2005,5,17,75.4166666666667,77.625,146.521739130435,NA,103.5,71.5,NA,161.409090909091,79.75,85.875,NA,NA
2005,5,18,83.7083333333333,68.4166666666667,143.217391304348,NA,110.208333333333,76.2916666666667,NA,168,79.5416666666667,94.1666666666667,NA,NA
2005,5,19,88.0416666666667,68.5416666666667,164.958333333333,NA,116.875,73.5,110.875,95.5416666666667,94.2083333333333,96.125,NA,NA
2005,5,20,86.0833333333333,75.25,141.291666666667,NA,107.375,70.2083333333333,108.222222222222,75.4583333333333,78.4166666666667,83.25,NA,NA
2005,5,21,45.3333333333333,54.7083333333333,64.9166666666667,NA,64.2105263157895,34.6666666666667,51.7272727272727,44.875,48.2083333333333,57.2857142857143,NA,NA
2005,5,22,21.7916666666667,16.875,45.6666666666667,NA,24,23.952380952381,25.2083333333333,19.4166666666667,25.5833333333333,38.75,NA,NA
2005,5,23,30.375,21.1666666666667,52.9411764705882,NA,32.0434782608696,31.3333333333333,30.2916666666667,25.0833333333333,30.1666666666667,38.9583333333333,NA,NA
2005,5,24,30.6666666666667,18.875,52.6470588235294,NA,25.3478260869565,24.9565217391304,22.9166666666667,21.125,24,31.5,NA,NA
2005,5,25,32.9166666666667,21.7916666666667,37.0833333333333,NA,23.3913043478261,26.125,25.0833333333333,25.7916666666667,24.0833333333333,36.125,NA,NA
2005,5,26,33.0454545454545,23.9583333333333,51.2916666666667,NA,25.5,28.2083333333333,28.375,29.2608695652174,32,36.2083333333333,NA,NA
2005,5,27,35.8636363636364,30.6666666666667,65.7391304347826,NA,34.7083333333333,33.6666666666667,37.75,35.304347826087,37.9583333333333,40.4782608695652,NA,NA
2005,5,28,33.1666666666667,30.3333333333333,71.1666666666667,NA,39.1818181818182,33.5833333333333,47.5416666666667,35.9166666666667,38.0833333333333,42.6086956521739,NA,NA
2005,5,29,36.4166666666667,35.375,91.3636363636364,NA,50.2083333333333,38.0416666666667,56.0833333333333,35.0833333333333,42.6666666666667,47.0416666666667,NA,NA
2005,5,30,39.5833333333333,39.5416666666667,93.4545454545455,NA,55.6521739130435,44.4166666666667,56.5833333333333,44.75,44.0416666666667,49.9583333333333,NA,NA
2005,5,31,36.25,30.5,75.375,NA,48.5652173913044,42.5833333333333,55.3333333333333,39.5416666666667,42.125,47.0833333333333,NA,NA
2005,6,1,43.25,33.2916666666667,66.3913043478261,NA,51.7916666666667,41.9166666666667,43.625,45.2916666666667,40.0833333333333,48.7916666666667,NA,NA
2005,6,2,46.2916666666667,37.8333333333333,90.875,NA,59.1666666666667,48.8333333333333,60.1666666666667,46.9166666666667,57.25,60.9583333333333,NA,NA
2005,6,3,55.5833333333333,42.3333333333333,102.75,NA,62.9565217391304,56,59,56.625,60.7916666666667,70.5,NA,NA
2005,6,4,42.875,37.375,89.5416666666667,NA,56.8695652173913,44.4583333333333,48.875,49.6666666666667,48.7916666666667,50.625,NA,NA
2005,6,5,42.2083333333333,31.875,77.75,NA,47.2857142857143,38.4583333333333,44.2083333333333,46.0833333333333,43.125,55.0416666666667,NA,NA
2005,6,6,43.25,38.4583333333333,76.5833333333333,NA,47.5238095238095,45.0833333333333,44.375,57.5833333333333,42.5416666666667,54.625,NA,NA
2005,6,7,51.1666666666667,42.375,106.826086956522,NA,65.7916666666667,66.0833333333333,65.8333333333333,62.5416666666667,50.9583333333333,59.4583333333333,NA,NA
2005,6,8,52.0833333333333,48.3333333333333,110.583333333333,NA,84.25,66.9583333333333,84.4583333333333,70.875,54.5,59.2083333333333,NA,NA
2005,6,9,45.625,42.4583333333333,89.375,NA,65.2916666666667,46.7083333333333,70.0833333333333,62.75,51.75,60.625,NA,NA
2005,6,10,57.375,49.4166666666667,102.958333333333,NA,80.875,59.7083333333333,76.1666666666667,71.2916666666667,62.75,68.9583333333333,NA,NA
2005,6,11,53.1666666666667,45.375,99.8333333333333,NA,81.304347826087,55.5833333333333,85.2916666666667,48.375,51.5833333333333,46.1666666666667,NA,NA
2005,6,12,49,48,86.0833333333333,NA,79.7083333333333,47.3333333333333,77.875,84.9583333333333,48.5416666666667,50.2083333333333,NA,NA
2005,6,13,61.75,48.5,79.375,NA,81.2916666666667,56.625,78.4583333333333,115.791666666667,48.2916666666667,59.5416666666667,NA,NA
2005,6,14,80.5833333333333,NA,109.681818181818,NA,94.9583333333333,77.875,94.5,139.375,73.2916666666667,79.3333333333333,NA,NA
2005,6,15,62.3333333333333,NA,95.2272727272727,NA,72.7083333333333,63.3333333333333,67.6666666666667,99.0833333333333,62.3333333333333,71.2083333333333,NA,NA
2005,6,16,77.7916666666667,97,103.375,NA,96.9583333333333,85.8571428571429,84.4583333333333,131.958333333333,66.375,127.833333333333,NA,NA
2005,6,17,78.875,87.3076923076923,107.375,NA,97.9166666666667,80.8333333333333,85.2916666666667,143.208333333333,72.8333333333333,133.833333333333,NA,NA
2005,6,18,51.5416666666667,54.5,69.2916666666667,NA,61,50,49.0416666666667,59.0833333333333,92,82.5416666666667,NA,NA
2005,6,19,34.25,44.0833333333333,49.5833333333333,NA,41.85,32.75,42.2916666666667,34.6363636363636,46.4166666666667,78.0434782608696,NA,NA
2005,6,20,29.5,35.0416666666667,38.5833333333333,NA,29.05,27.25,31.2916666666667,30.2727272727273,31.5833333333333,73.1739130434783,NA,NA
2005,6,21,22.7916666666667,17.25,44.7916666666667,NA,19.3333333333333,20.4583333333333,22.7083333333333,21.25,19.9583333333333,63.9166666666667,NA,NA
2005,6,22,30.7916666666667,32.625,51.1739130434783,NA,35.7083333333333,37,38.9583333333333,52.5652173913044,45.7083333333333,63.1666666666667,NA,NA
2005,6,23,59.4583333333333,59.9166666666667,100.333333333333,NA,71.2083333333333,60.8333333333333,60.3333333333333,79.2916666666667,88.125,113.375,NA,NA
2005,6,24,54.5833333333333,52.375,105.041666666667,NA,64.9166666666667,56.3333333333333,55.7083333333333,58.5833333333333,83.5416666666667,109.958333333333,NA,NA
2005,6,25,42.7916666666667,46.625,84.2083333333333,NA,56,43.2916666666667,57.6666666666667,41.5833333333333,48.4166666666667,66.5714285714286,NA,NA
2005,6,26,55.0416666666667,55.7083333333333,86.7083333333333,NA,76.75,58.375,81.625,50.6666666666667,64.2083333333333,78.1304347826087,NA,NA
2005,6,27,58.2916666666667,56,119.416666666667,NA,89.0869565217391,59.7083333333333,97.9166666666667,54.75,68.9583333333333,78.0833333333333,NA,NA
2005,6,28,52.0833333333333,44.875,97.6666666666667,NA,80.0434782608696,49.5833333333333,80.2083333333333,46.5416666666667,67.0833333333333,69.0833333333333,NA,NA
2005,6,29,56.9583333333333,63.2916666666667,63.695652173913,NA,70.7142857142857,58.5833333333333,66.625,59.4583333333333,36.375,112.125,NA,NA
2005,6,30,38.8333333333333,51.75,62.1818181818182,NA,46.2916666666667,44.7083333333333,47.8333333333333,44.9166666666667,NA,107.166666666667,NA,NA
2005,7,1,52.5833333333333,44.5,87.125,NA,78.7391304347826,46.875,72.0833333333333,46.75,NA,88.6666666666667,NA,NA
2005,7,2,53,53.25,87.625,NA,81.0869565217391,50.625,79.7083333333333,49.5833333333333,NA,79.2083333333333,NA,NA
2005,7,3,48.3333333333333,49.5,73.2083333333333,NA,64.1666666666667,52.375,60.5416666666667,65.9583333333333,NA,85.4,NA,NA
2005,7,4,51.5,58.75,66.3333333333333,NA,66.0833333333333,54.5,63.875,65.1666666666667,NA,88.5,NA,NA
2005,7,5,34.75,38.9166666666667,54.5,NA,42.4583333333333,43.5416666666667,45.5833333333333,40.25,55,NA,NA,NA
2005,7,6,16.7916666666667,12.875,22.2083333333333,NA,11.2608695652174,18.5833333333333,18.3333333333333,15.5217391304348,16.875,NA,NA,NA
