"y","m","d","Diadema","Ibirapuera","Maua","PDPedro","SAmaro","Pinheiros","Santana","Caetano","Itaquera","Ipen","Parelheiros","Senhora"
2009,7,6,30.2857142857143,52.625,46.375,20.5,39,23,30.625,53.125,55.625,44.125,33.75,31.375
2009,7,7,35.75,56.375,54.25,30.5,38.375,24.375,61.1428571428571,47.25,57.25,60.625,33,63.875
2009,7,8,35.75,58.125,58.25,31.375,37.875,25.5,62,49.375,59.5,57.25,37,61.375
2009,7,9,55.875,71.125,60.375,46,52.125,46.375,71.125,64.125,61,69.875,33,66.875
2009,7,10,6.375,16.625,15,4.71428571428571,9.66666666666667,4.42857142857143,22,18.5714285714286,12,13.7142857142857,6.375,41.2857142857143
2009,7,11,34,40.4285714285714,39.4285714285714,19.1428571428571,35.5714285714286,23.1428571428571,39.8571428571429,45.4285714285714,27.8571428571429,39.2857142857143,31.5714285714286,36.8571428571429
2009,7,12,47.375,60.125,54.25,36.875,55,35.375,53.125,63.75,52.625,56.375,44.625,44.5
2009,7,13,25,41.125,45.875,18.5,34.125,18.375,54.3333333333333,39.125,36.125,38.25,32.375,47.5
2009,7,14,40.625,56.5,55.375,29.5,NA,27.25,41.5,54.875,57.625,51.5,48.5,34.25
2009,7,15,20.5714285714286,37.7142857142857,43.4285714285714,11.8571428571429,22.375,17.4285714285714,18.3333333333333,39.7142857142857,39.875,24.8571428571429,39.5714285714286,19.2857142857143
2009,7,16,33.75,54.625,51.75,24.125,40.25,27,53,43.125,54.5,55.375,38,47.625
2009,7,17,41.375,63.375,65.375,33.125,48.75,29.75,61.75,47.25,61.375,60.75,38.625,62.5
2009,7,18,NA,51.625,41,29.375,39.375,25.375,66.75,47,50.75,55.5,42.2857142857143,53.25
2009,7,19,NA,49,49.125,24.875,39.2857142857143,23.125,27.4285714285714,51.1428571428571,41,40.375,44.25,22.4285714285714
2009,7,20,21.8571428571429,35.25,48.25,15.625,37.25,12.1428571428571,17.125,39.125,42.25,32.4285714285714,40.375,14.1428571428571
2009,7,21,23,46.5,41.5,15.125,36,18.5,29.125,NA,45.625,33.125,32.125,29.375
2009,7,22,41.5,59.375,59.5,31.75,73,34.875,68.75,53,66.375,60.875,46,71.25
2009,7,23,20.5,25.2857142857143,28.25,9.14285714285714,27.25,9.42857142857143,15.8,34.5714285714286,27.5,15.1428571428571,27.8571428571429,25.7142857142857
2009,7,24,27,27,46.3333333333333,6.57142857142857,23.1428571428571,6.85714285714286,12.4285714285714,34.5714285714286,25.2857142857143,23.8571428571429,40.1428571428571,18.5714285714286
2009,7,25,13.875,19.125,25.875,2,18.1428571428571,3,4.42857142857143,25.2857142857143,25.125,11.625,33.5714285714286,5.14285714285714
2009,7,26,NA,26.875,44.375,17.25,29,12.625,35.875,39.125,31.75,32.25,18.5,35.625
2009,7,27,NA,10.875,16,0.25,7.375,1.25,7.75,17.125,7.875,5.375,8.25,5.25
2009,7,28,NA,18.5,20.2857142857143,4.28571428571429,NA,5.25,11.5,26.125,22,10.75,NA,10.625
2009,7,29,NA,20,20.375,1,NA,3.71428571428571,12,26.7142857142857,12,19.8571428571429,NA,15.375
2009,7,30,25.1428571428571,40.8571428571429,43.8571428571429,17,NA,16.5714285714286,14.4285714285714,43.8571428571429,29.7142857142857,29.7142857142857,NA,19.1428571428571
2009,7,31,21.7142857142857,37,39.2857142857143,15.4285714285714,39.2857142857143,15.7142857142857,14.2857142857143,39.8571428571429,24.4285714285714,28,46.5714285714286,18
2009,8,1,31.875,47,37.5,34.25,38.125,25.25,45,49.375,54.25,43.375,39.25,27.125
2009,8,2,51.375,NA,58.5,36.375,50.25,36.125,67.3333333333333,57.375,58.125,60.25,39.75,53.625
2009,8,3,31.375,NA,48.5,22.25,39.5,23.125,55.375,41.25,58,45.375,37.75,47.875
2009,8,4,25.375,52.8571428571429,32.375,34.75,41,35.125,43.6666666666667,42.625,38.75,53,35.1666666666667,41.75
2009,8,5,58.5,69.625,63.75,36.25,68.375,39.75,63.4,60.375,64.875,67.2857142857143,64.375,60.5
2009,8,6,63.75,92.375,93.125,57.25,72.125,48.375,100.875,77.75,95.25,89,60.375,93.875
2009,8,7,33.4285714285714,85.25,48.4285714285714,44.5,53.625,44.125,53.25,58.125,84.625,63.125,45,55.5
2009,8,8,70.375,88.875,87.75,62.25,69.25,58.625,89.625,66.75,83.375,90.25,69.125,79.125
2009,8,9,89,94.25,98.625,71.375,89.4285714285714,69.875,95.5,88,96.875,92,71.875,83.375
2009,8,10,44,62.75,59.125,40.125,53.5,29.5714285714286,71.25,59.5,69.625,57.375,49.8571428571429,63.4285714285714
2009,8,11,38.8571428571429,52.8571428571429,56,29.1428571428571,45.75,28,38.1428571428571,52.8571428571429,49.625,44.7142857142857,47.8571428571429,34.5
2009,8,12,35.375,62.375,42.3333333333333,35.5,53.5,33.25,46.125,54.75,59.375,51.625,43.25,40.6666666666667
2009,8,13,43,77.125,57.875,44.375,69.5,46,64.1428571428571,58.625,75.375,67.5,70.25,48.125
2009,8,14,51.75,84,76.625,46,76.75,37.5714285714286,91,69.5,79,72.75,89.5,56.25
2009,8,15,70.625,78.875,81.75,52.75,63.5,49.125,73.4285714285714,70.875,81.125,70.375,62.25,67.75
2009,8,16,66.125,76.875,74.625,51.75,68.75,53.625,74.4285714285714,65.625,69.375,74.625,54.25,65.125
2009,8,17,59.125,77.875,NA,50.875,67.875,40.25,NA,65.75,87,74.625,73.75,78
2009,8,18,28.2857142857143,40.1428571428571,NA,26.4285714285714,36.7142857142857,25,NA,37.4285714285714,37,33.7142857142857,23.5,51.2
2009,8,19,27,40.25,57,26.2857142857143,38,23.5714285714286,NA,38.375,52.25,43.875,27.375,51
2009,8,20,34.7142857142857,42.625,45.7142857142857,21.375,33.5,23.1428571428571,NA,41.8571428571429,51.5,37.75,35.7142857142857,49.5
2009,8,21,38.4285714285714,43.8571428571429,52.1428571428571,20.7142857142857,36.7142857142857,18.4285714285714,NA,47,NA,38.8571428571429,42,30.7142857142857
2009,8,22,23.375,46.5714285714286,43.375,22,35.4285714285714,27.375,NA,47.7142857142857,48.25,39.8571428571429,NA,25.25
2009,8,23,23,36.1428571428571,34.2857142857143,14.5714285714286,23.5714285714286,18.5714285714286,NA,37.7142857142857,31.5714285714286,29.8571428571429,NA,23.8571428571429
2009,8,24,31.8571428571429,33.7142857142857,45.1428571428571,16.625,29.2857142857143,15.5,NA,41.8571428571429,37.5,32.5,NA,32.75
2009,8,25,29.8571428571429,40.25,47.625,16,39,18,21.1666666666667,40.1428571428571,NA,36.375,41.6666666666667,17
2009,8,26,32.625,54.625,48.375,28.125,43.5,34,39.75,46.875,NA,48.125,37.875,30.625
2009,8,27,73.5,93,89,61.25,78.8571428571429,53.25,73.4,72.375,NA,75.25,70.625,56.25
2009,8,28,79.75,113.375,116.125,93,89.375,59.375,112.5,109.625,NA,NA,NA,80.125
2009,8,29,75,105.625,80.625,72.5,92.5,NA,81.25,80.5,NA,NA,NA,67
2009,8,30,91.875,110,91.75,84.125,100.625,NA,96.25,92.5,NA,101.125,NA,73
2009,8,31,68.25,94.875,101.875,62.75,75.625,NA,113.75,80.375,NA,90.125,NA,89.875
2009,9,1,72.25,96.5,104.375,66.125,81.875,NA,113.25,89.5,NA,85,NA,93.375
2009,9,2,98.25,124.875,142.125,86.5,104.75,NA,137,102,122.5,114.75,NA,113.25
2009,9,3,80.5,100,108.5,67.25,78.625,NA,99.5,77,105.375,95.875,NA,95.375
2009,9,4,12.75,26,27.5,11.125,19.875,NA,37,28.25,NA,27.875,NA,37.5
2009,9,5,48,72.5,67.125,50.875,68.5,NA,82,58.125,NA,76.625,NA,68.375
2009,9,6,17.125,31.1428571428571,42,16.8571428571429,NA,NA,50.3333333333333,41,NA,27.7142857142857,NA,33.4285714285714
2009,9,7,84.5,96.125,96.125,77.375,NA,NA,95,90.125,NA,96.625,NA,91.25
2009,9,8,16.1428571428571,16.8571428571429,44.1428571428571,1.42857142857143,NA,NA,30.3333333333333,29.4285714285714,NA,21.1428571428571,NA,50.4285714285714
2009,9,9,14.4285714285714,22.875,41.8571428571429,6.125,NA,NA,35.625,28,38.7142857142857,21.625,NA,41.5714285714286
2009,9,10,23.625,60.125,38.7142857142857,36.375,NA,NA,38.8571428571429,43,31.875,56.375,NA,34.25
2009,9,11,35.25,61.625,49,38.5,64.375,35.1666666666667,48.5,51.875,54.875,63,NA,45.5
2009,9,12,62.5,84,65.25,61.5,71.625,56,93.625,69.625,77.625,86,NA,85.875
2009,9,13,82.125,94.875,93.125,77.5,87.375,63.5,106.625,89.25,97,94.75,NA,93.875
2009,9,14,24.1428571428571,32.5714285714286,37.7142857142857,17.8571428571429,35.7142857142857,16.1428571428571,19.4285714285714,41,27.2857142857143,32.1428571428571,NA,19.8571428571429
2009,9,15,14.75,31,37.2,12.1428571428571,27.25,15.8571428571429,18.625,37.8571428571429,35.5,27.25,NA,15.875
2009,9,16,71.25,99.25,68.7142857142857,56.375,111.125,66.8,74,74.625,74.375,93.375,NA,72.5
2009,9,17,26.25,45.5,41.75,27.875,48.125,27,35,42.375,45.375,51.125,41.5,31.5
2009,9,18,53,131.5,66.375,58,78,38.5,91.25,69.25,81.75,70,53.875,94.875
2009,9,19,69.125,92.125,90.375,64.125,77.625,58.375,100.875,77.125,97.125,95.5,46.625,88.875
2009,9,20,35.25,51.125,49.25,32.8571428571429,45.5,30.8571428571429,58.2857142857143,52.75,46.4285714285714,51.25,38.625,54.1428571428571
2009,9,21,8.5,26.4285714285714,35.875,14.2857142857143,24.375,14,29.7142857142857,31.2857142857143,36.75,17.125,27.25,23.5714285714286
2009,9,22,6.42857142857143,16.1428571428571,23,2.57142857142857,9.85714285714286,5.14285714285714,29.5,24,21.5714285714286,8.42857142857143,2.14285714285714,23.1428571428571
2009,9,23,32.8571428571429,39.125,45.5,19.8571428571429,37.1428571428571,17.5,53.8571428571429,41.8571428571429,46,42.875,38.5714285714286,50.1428571428571
2009,9,24,36.4285714285714,40.8571428571429,55.4285714285714,21.8571428571429,42.8571428571429,18.2857142857143,26.5714285714286,50.2857142857143,40.875,40,44.2857142857143,23
2009,9,25,33.125,52.625,53,33.5,54.75,30,53.5,54,48.875,51.75,38.875,31.625
2009,9,26,95.75,102.875,85.625,93.75,95.875,74.25,106.375,99,98.375,103.375,75.8,87.25
2009,9,27,83.25,89.125,93.625,73.625,84.5,67.375,89.875,83.875,83.5,89.875,52,86.625
2009,9,28,50.375,72.25,75.625,50.625,55.875,38.625,84.125,64.625,82.75,101.5,36.1666666666667,82
2009,9,29,36.5714285714286,41.1428571428571,52.4285714285714,26.7142857142857,43.2857142857143,25.3333333333333,33.7142857142857,57.1428571428571,38.1428571428571,43.5714285714286,41.2857142857143,31.5714285714286
2009,9,30,33,39.8571428571429,52.2857142857143,23.7142857142857,41.625,22.5,30.2857142857143,55.5714285714286,36.5,40.8571428571429,39.7142857142857,29.8571428571429
2009,10,1,24.25,50.875,33.75,29.25,39,28,40.6666666666667,NA,41.625,52.875,20.625,33.5
2009,10,2,95.875,114.375,137.125,80.75,112.5,54.5,126.5,NA,134.5,121.5,65.875,115.375
2009,10,3,48.125,72,57.875,71.25,63.125,39.75,85.75,NA,59.875,74.375,41,83.25
2009,10,4,38.875,77,53.875,46.75,64.75,59.125,49.125,NA,55.5,77.75,41,44.75
2009,10,5,75.25,97.5,86.75,66.125,90.5,58,115.5,NA,99,101.125,56.5,100.25
2009,10,6,86.375,126,107.125,100.375,117.5,70.7142857142857,120.625,NA,152.428571428571,131.25,58.5,108.75
2009,10,7,42.1428571428571,53,64.625,38.5,51.75,26.625,43.625,NA,47.5714285714286,59.75,46.4285714285714,34
2009,10,8,38,48.2857142857143,63.4285714285714,25,42.5714285714286,24.6666666666667,27.4285714285714,NA,42.1428571428571,47.8571428571429,45.2857142857143,28.3333333333333
2009,10,9,30.7142857142857,42,48.2857142857143,22,37.7142857142857,23.6666666666667,26.2857142857143,NA,42.5714285714286,46.6666666666667,35.1428571428571,26.8571428571429
2009,10,10,28.75,43.1428571428571,42.625,18.625,39.1666666666667,24,23.625,38.7142857142857,39.875,43.25,31,23.5714285714286
2009,10,11,85.625,97.25,74.25,69.875,98.25,69.125,91.875,81.625,83.625,95,73.625,83.375
2009,10,12,58.75,65.5,68.625,45.375,65.375,49.5714285714286,71.75,61.75,64.25,69.25,36.375,65.5
2009,10,13,31.1428571428571,47.1428571428571,56.4285714285714,24.2857142857143,45.8571428571429,18.25,21.75,44.1428571428571,49.625,36.7142857142857,38,19.7142857142857
2009,10,14,67.875,93.875,73,71.5,84.25,51.375,107.625,73.375,87.875,94,58.625,100.625
2009,10,15,38.4285714285714,60.1428571428571,NA,32.2857142857143,59.1428571428571,35.6666666666667,45,56.5714285714286,38.5714285714286,57.5714285714286,45.375,45.75
2009,10,16,34.1428571428571,55.2857142857143,NA,28.2857142857143,55.1428571428571,30,33.4285714285714,52.7142857142857,44.375,50.7142857142857,41.1428571428571,26.5714285714286
2009,10,17,NA,24.7142857142857,23.875,4.71428571428571,23.2857142857143,8.75,10.5714285714286,29.2857142857143,22.375,18.25,24.2857142857143,9.42857142857143
2009,10,18,NA,87.1428571428571,NA,67.75,79.1428571428571,56.6666666666667,89,92,94,90.8333333333333,32.5,78
2009,10,19,42,68.875,NA,53.5,58.5,44.2857142857143,48.25,56,61,64.75,31,44.75
2009,10,20,48.625,77.375,72.5714285714286,51.625,69.375,45.1666666666667,81.125,76.25,79.375,76,36.875,73.25
2009,10,21,57.5,106.375,55.2857142857143,79.25,88.875,85.8571428571429,96.375,75.375,68.5,122.125,43.625,93.75
2009,10,22,NA,76,73.75,52.3333333333333,72.5,30.5,81.625,77,79.25,68.5,39.875,70.875
2009,10,23,NA,106.25,66.125,83.625,94.875,78.125,102.142857142857,86.75,82.75,109.625,43.875,97.5
2009,10,24,128.75,146.125,132.25,118.125,139.875,89.75,150.5,143.25,137.375,155.5,80,130.25
2009,10,25,NA,91,59.5,81.75,75.375,68.375,102.75,73.5,68.25,NA,41.5714285714286,95.25
2009,10,26,96,111.125,86.375,81.125,96.75,61.5,97,108.875,113.625,NA,47.375,89.625
2009,10,27,22.8571428571429,37.2857142857143,48.8571428571429,16.2857142857143,39.125,19.1428571428571,17.8571428571429,40.1428571428571,31,NA,30.5714285714286,19.2857142857143
2009,10,28,19.25,36.25,36,15.125,37.7142857142857,19.25,16.2857142857143,36.7142857142857,37.375,37,25.5714285714286,17.7142857142857
2009,10,29,19.1428571428571,37.2857142857143,39.75,17.25,36.8571428571429,19,24,43.625,37.25,38,27,20.375
2009,10,30,38.625,69,53.125,40.5,63.75,45.25,40.7142857142857,58.25,57.375,66.375,35.375,41
2009,10,31,72.375,114.75,70,82,105.125,94.25,88.125,86.625,75.25,NA,55.375,83.875
2009,11,1,100.625,119.625,98.5,107.125,111.375,93.375,115.75,111.375,121.625,119,63.125,111.875
2009,11,2,83,126.75,83.1666666666667,120.125,102.375,111.5,135.625,115.75,104.125,142.375,41.875,153
2009,11,3,92.125,110.75,146.571428571429,83.75,102.25,63,111.5,124.875,131.6,102.625,NA,94.25
2009,11,4,123.375,157.625,140.75,120.625,137.5,95.25,159.166666666667,143.875,134,158.625,NA,152.5
2009,11,5,56.875,80.75,71,48.125,75.25,44.375,69.75,67,NA,83,54.375,70.375
2009,11,6,58.625,83.125,69.25,46.5,69.25,43.5,71.75,57.875,NA,80.5,45.875,78
2009,11,7,76.125,92.875,89.375,66.875,77.125,64.875,88.5,89.75,NA,89.25,51.25,88.25
2009,11,8,49.75,63.5,59.125,42.25,57.125,42.375,61,60.375,NA,62.375,35.625,61.875
2009,11,9,27.75,48.25,43.5714285714286,22.25,42.25,23,29.25,49.625,NA,44.375,28.75,30.125
2009,11,10,65.5,114.25,68,64.875,109.25,73.75,73.125,83,NA,135.8,75.625,77.625
2009,11,11,54.375,NA,NA,72.375,94.625,72.75,82,100.625,NA,NA,44.375,92.75
2009,11,12,50.25,95.8333333333333,NA,65.5,83.7142857142857,71.125,77,85.75,NA,139.333333333333,51.25,79.875
2009,11,13,48.5,96.75,NA,69.125,79.125,76.75,72.5,77,NA,119.125,50.625,80.375
2009,11,14,78.125,89.5,NA,66.875,87.375,62.5,91.625,94.75,NA,104.125,60.125,95.875
2009,11,15,51,70.625,NA,64,74.8333333333333,39.25,64.75,75.5,NA,84,NA,70.75
2009,11,16,43.125,64.875,65.125,44.625,63.375,42.375,57.2857142857143,64.875,NA,78,49,63.625
2009,11,17,34.75,66.375,42.125,46.125,66.75,53.375,55.5,55.875,70,80.5,45.625,55
2009,11,18,125,120.125,101.428571428571,84,130.75,91,96.75,131.25,116.5,117.625,114.875,96.5
2009,11,19,81.75,98.375,106.875,79.875,95.125,66.75,101.75,117.5,112.125,108.25,56.125,108.75
2009,11,20,72,82,82.25,63.75,NA,56.625,72.25,95.625,88,87.875,73.2,76
2009,11,21,33.8571428571429,56.75,NA,49.375,NA,NA,53.5,64.125,61.875,75.375,41,48.75
2009,11,22,58.625,51.25,NA,44,NA,50,54.25,67.5,59,71.375,NA,60.625
2009,11,23,42.625,41.25,NA,23.125,NA,30.25,32.5,65.25,69.8333333333333,55.375,77,33.25
2009,11,24,56.375,52.5,NA,28,NA,34.75,45.75,67.625,72.375,69.75,122.333333333333,48
2009,11,25,78.375,73.875,52.6,52.125,128.4,58.5,69.25,82,80.875,98.25,106.5,70.75
2009,11,26,82.375,108.375,67,73.375,116.25,70.875,94,107.375,99.75,115.75,95.25,104.625
2009,11,27,79.375,100.875,63.625,58.75,88.875,49.625,89,109.625,104.125,93.875,61.625,79.375
2009,11,28,52.875,73.125,38.6666666666667,44.625,62.875,53,65.5,74.5,68.625,67.125,28.625,66.375
2009,11,29,42.125,59.375,37,32.625,56.875,40,50.5,70,53.625,55.25,27.625,48.5714285714286
2009,11,30,55.125,82.375,53,47.875,71.8333333333333,39.625,74.5714285714286,83,70.5,70.5,45.3333333333333,66.75
2009,12,1,37.375,64.25,52.125,41.375,94,28.25,45.25,64.125,64,50.75,47.75,36.75
2009,12,2,63.625,85.375,55.125,43.375,104.625,48.5,61,92,71.5,79.25,90.125,67.375
2009,12,3,59.75,91.375,57.8571428571429,62.375,78.5,50.875,80.5,89.125,96.875,86.25,55.875,81.375
2009,12,4,29.7142857142857,50.1428571428571,35.5714285714286,24.4285714285714,37.5714285714286,25.75,21.875,55.625,45.25,40.7142857142857,39.8571428571429,25.5714285714286
2009,12,5,20.125,47.25,19.5714285714286,22.5,35.125,33.5,22.125,48.125,35.375,36.75,26.7142857142857,18.5714285714286
2009,12,6,63.5,83.75,24,61.875,84.625,63.875,52.75,74.625,54.125,81.375,50.75,53.875
2009,12,7,12.875,38.75,9.71428571428571,15.125,23.25,16.125,37.25,35.25,35.125,30.625,18.2,40
2009,12,8,17.5,34.5,20,12.375,27.375,13.1428571428571,12.875,39.7142857142857,25.6666666666667,20.125,20.125,8.85714285714286
2009,12,9,11.875,32,16,13.375,27.625,14.5,14.5,39.125,28.75,24.375,17.875,8.25
2009,12,10,28,67.625,17.125,40.625,56.75,47,50.75,59.875,44,66.375,28.625,50.375
2009,12,11,56.5,91.625,36.75,66.375,106.5,60.25,80.875,83,70.5,93.875,70.75,78.5
2009,12,12,63,79.375,44.8571428571429,56,NA,59,74.375,74.7142857142857,76.8571428571429,77.25,50.5,72.125
2009,12,13,27.625,44.25,28.875,22,39.8571428571429,25.1428571428571,31.4285714285714,48.625,33.5,39.125,32.625,29.8571428571429
2009,12,14,20.125,53.875,18.5714285714286,26.3333333333333,47.625,31.375,27.875,52.625,22.5,43,26.5,21.125
2009,12,15,71.125,121.875,52.625,86.75,120.625,88.8333333333333,96.375,113.25,95.375,119.875,73,85.625
2009,12,16,48,92,48.75,66.3333333333333,79.7142857142857,77,70.625,93.25,76.8571428571429,81.625,56.25,74.375
2009,12,17,54.375,84.875,57.75,62.125,74.75,35.375,99.8333333333333,92.125,88.625,86.5714285714286,66,72
2009,12,18,40.75,64.625,40,50,56.5,40.75,50.125,74.375,64.75,58.625,45.75,39.125
2009,12,19,49.875,88.5,33.375,64.75,71.875,72.5,65.625,76.25,58.75,90.75,46.5,61.375
2009,12,20,114.875,132.75,73,118.75,120.5,NA,112.875,144,137.5,121.428571428571,93.625,95.875
2009,12,21,92.25,116.875,114.625,88.5,103.25,70.25,101.25,148.571428571429,146.5,104.25,64.25,91.75
2009,12,22,102.125,132.125,111.625,121.875,119.375,89.625,124.375,152.5,157.75,114.571428571429,78.5,111.375
2009,12,23,151.125,149.75,115.75,124.625,165.625,96.25,123.125,193,217.25,164.5,93.875,NA
2009,12,24,109.875,130,85.6666666666667,110.25,123.875,97.375,112.375,134.875,122.375,NA,83.375,114.666666666667
2009,12,25,78.25,89.5,71,75.625,84.875,70.2,84.625,104.5,86.875,NA,46.625,77.375
2009,12,26,53.125,73,73.375,49.875,66,46.625,64.75,87.875,76.25,66.375,46,57.875
2009,12,27,53.75,66,78.25,53.5,53.5,48.625,68.875,78,72.5,59.25,48.25,58.25
2009,12,28,33,46.125,34.625,27.125,33.5,25.875,45.375,40.875,50.8333333333333,41.125,23.5,36
2009,12,29,21.375,39.625,28.125,18.125,33.625,20,45.25,35.75,38.625,38.6,36.75,36.375
2009,12,30,53.75,70.75,61.375,NA,67.6666666666667,42.125,61.875,78.75,76.875,76.8,37.625,48.5
2009,12,31,38.25,64.5,52.3333333333333,NA,44.375,44.75,61.375,59.875,54.5,55.625,28.875,45.375
2010,1,1,17.8571428571429,37.25,36.25,18.875,31.25,22.625,33.25,46.125,22,31.25,17.875,26
2010,1,2,53.5,63.125,58.6666666666667,41.75,62,46.8571428571429,NA,84.875,53.375,62.5,37.875,42.125
2010,1,3,98,117.125,100.25,95.875,112.875,84,101.6,123.125,125.375,97.125,72.75,76.5
2010,1,4,78.875,105.125,83.5714285714286,71,94.375,71.5,68.1666666666667,100.75,100.25,NA,71.1428571428571,72.25
2010,1,5,105.625,130.428571428571,95.75,89.625,126.25,81.625,106.625,115,103.125,NA,90.875,110.875
2010,1,6,47.75,86.25,64.625,72.8333333333333,61,42.875,83.375,88.375,80.75,NA,43.125,71.5
2010,1,7,41.625,71.125,70.1428571428571,NA,51,34.375,62.75,72,73.75,NA,34.125,61.875
2010,1,8,33.75,64.875,60.625,NA,60.875,34.25,28.625,59.8571428571429,59.5,53.875,44.875,28.625
2010,1,9,75.5714285714286,86.8571428571429,78.875,NA,76.875,63.875,67.25,72.875,74.25,NA,51.1666666666667,69
2010,1,10,67.875,80,76.375,NA,67,64.375,66.375,68.125,65.5,75.875,43.75,61.75
2010,1,11,73.25,101.25,95.125,NA,85.125,54.25,91.125,103.5,103.25,82.125,57.125,76.375
2010,1,12,77.5,105.5,103.375,NA,91.75,57,100.75,106.5,113.25,87.375,NA,94.25
2010,1,13,74,101.5,101.75,NA,83.875,65,104,100.125,114,84,NA,93.125
2010,1,14,17.375,43.25,46.125,NA,32.25,22.375,52,45.375,50.25,42.25,NA,42.25
2010,1,15,16.75,43.875,45.1428571428571,NA,41,24.875,20.375,50,33.5,32,NA,16.25
2010,1,16,51.75,89.25,62,NA,86.75,65,62.25,79,70.375,82.125,NA,49.75
2010,1,17,57.25,82.75,77.125,NA,74.5,64.25,73.625,83.375,74,76.375,NA,67.875
2010,1,18,46.375,69.5714285714286,69.5,NA,53.875,44.875,62.375,72.75,61.625,54.25,NA,58.375
2010,1,19,57,88.75,88.375,NA,72.75,48,85.75,92.375,86.875,72.625,41.5,76
2010,1,20,65.625,91.5,104,NA,74.875,48.875,103.375,110.125,112.142857142857,76.125,52,90
2010,1,21,43.875,71.875,72.375,NA,67.5,45.625,72.625,74.875,65,70.75,43.5,65.625
2010,1,22,19.5,47.5,42.7142857142857,NA,34.6666666666667,25.4285714285714,48.875,41.75,44,38.25,23.25,46.875
2010,1,23,29.375,55.375,56.625,NA,39.875,32.375,47.25,59.75,49.75,43.25,35,45.625
2010,1,24,60.125,82.75,97.875,NA,77.5,62.875,63.375,99.75,75.75,65.125,62.4285714285714,54.125
2010,1,25,42.5,64.75,88,NA,62.125,42,49.375,70.5,65.25,47.875,42.75,36.875
2010,1,26,41.625,57,75.3333333333333,NA,45.875,31,48.875,65.625,61.5,44,42.625,40.375
2010,1,27,36.625,63.4285714285714,58.5,NA,55.625,39,51.875,53.125,59.25,56.875,47.125,50
2010,1,28,15.5,38.4285714285714,39,NA,NA,19.25,23,38.5,27.75,NA,21.5714285714286,26.75
2010,1,29,6.375,26.8333333333333,33.75,8.5,14.75,8.25,25.5,24,25.875,NA,10.5,25.875
2010,1,30,38,56.625,82.5,45.125,44.875,29.625,49,60.375,56,45.875,26.625,36.625
2010,1,31,NA,95.125,110.75,77.625,100.5,65.625,67.875,105.857142857143,79.5,NA,83.625,55.75
2010,2,1,NA,NA,NA,87.25,78.6,63.4285714285714,89.625,117.857142857143,114.857142857143,81.875,76.5,70.5
2010,2,2,132.875,151.428571428571,NA,NA,116,95.6666666666667,135.25,185.625,196.333333333333,120.125,108.125,102.75
2010,2,3,114.875,139.625,NA,NA,109,82.875,123.428571428571,160.625,150,119.625,91.75,101.5
2010,2,4,71.625,100.125,112.285714285714,NA,80.5,49.1428571428571,93.5714285714286,88.5714285714286,124.6,87.5,77.125,77
2010,2,5,126.375,80.5714285714286,135.75,91.5,140,71.875,96.875,139.5,139.125,108.5,144,85.25
2010,2,6,124.25,113,NA,85.375,103,69.625,89,108.75,110,95.2,80.75,74.75
2010,2,7,97.25,106.125,NA,94.875,99.25,70,93.375,112.125,87.875,88,75.375,77.75
2010,2,8,71.875,99.25,61.6666666666667,73.875,86.625,61.125,83.125,85.625,90.125,87.75,70,78.25
2010,2,9,62.5,95.75,54.5,69.625,80.75,56.25,82,80.75,74.25,75.125,58.75,81.875
2010,2,10,34.625,59,45.75,49.375,52.6666666666667,NA,64.5,60.25,58.875,61.75,37.625,58
2010,2,11,52.5,75.2857142857143,55.6,49.75,NA,NA,57.625,72.625,60.125,60.875,57.625,53.25
2010,2,12,76.8,111,78.5714285714286,83.875,NA,NA,74.125,117.375,102.75,84,99.875,52.25
2010,2,13,76.875,107.625,71.75,80,NA,69.375,73.25,105.75,88.5,89.375,88.125,64.75
2010,2,14,115.5,129.125,104.25,119.875,NA,94.75,108.875,150.375,111.875,109,94.5,94.625
2010,2,15,103.166666666667,119,85.875,107.125,NA,83.875,101.5,121,97.75,102.875,86.25,90.875
2010,2,16,81.25,96.875,69,90.625,NA,71.25,92,103.875,91.375,83.125,59.5,80.5
2010,2,17,62.5,79.25,66.4285714285714,58.25,NA,40.75,75.5,86.375,81.4285714285714,68.75,48.5,64.375
2010,2,18,26.375,58.25,33.625,27,NA,24.125,33.125,60.1428571428571,58.75,50.25,52.125,32.5
2010,2,19,34.375,66.625,37,41.625,NA,33.875,54.25,49.625,50.25,66.875,47,55.375
2010,2,20,75.125,100.5,65.125,73.125,NA,68.25,70.25,100.75,67.375,89.625,71.25,64.5
2010,2,21,101,108,109.25,98.375,NA,69.25,88.125,127.75,117.5,87.75,73.625,69.625
2010,2,22,80,117,87.5,93.25,NA,62.625,93.875,111.625,94.125,98.75,85.25,87.25
2010,2,23,77.375,100.166666666667,101.125,93.625,NA,49.875,106.625,126.625,127.125,90.25,69.125,92.625
2010,2,24,47.4285714285714,67.75,63.875,54.25,NA,NA,66,82,76.875,60.875,40.125,59.1666666666667
2010,2,25,13.5714285714286,37.2857142857143,28.2857142857143,12.4285714285714,NA,20.8571428571429,11.875,29,22.375,24.5,26,13.4285714285714
2010,2,26,14.25,40,27.875,24.875,NA,25.375,19.125,39.875,29,32.75,20,14.75
2010,2,27,23.625,50.875,26.75,31.5,NA,36.375,31.375,46,33.25,49.5,21.625,26.625
